ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	sum	proportion
Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine biome	marine aphotic zone	sea water	ENVO_00000447	ENVO_00000210	ENVO_00002149	56.0	Environmental_Aquatic_Marine_Oceanic_Aphotic zone	marine biome_marine aphotic zone_sea water	63.0	0.8888888888888888
Environmental	Aquatic	Marine	Wetlands	Unclassified	marine biome	coastal wetland ecosystem	-	ENVO_00000447	ENVO_00000230	-	87.0	Environmental_Aquatic_Marine_Wetlands_Unclassified	marine biome_coastal wetland ecosystem_-	98.0	0.8877551020408163
Environmental	Air	Indoor Air	Unclassified	Unclassified	-	hospital	air	-	ENVO_00002173	ENVO_00002005	61.0	Environmental_Air_Indoor Air_Unclassified_Unclassified	-_hospital_air	69.0	0.8840579710144928
Environmental	Terrestrial	Soil	Loam	Contaminated	terrestrial biome	bioreactor	contaminated soil	ENVO_00000446	ENVO_00002123	ENVO_00002116	15.0	Environmental_Terrestrial_Soil_Loam_Contaminated	terrestrial biome_bioreactor_contaminated soil	17.0	0.8823529411764706
Environmental	Terrestrial	Volcanic	Fumaroles	Unclassified	terrestrial biome	volcano	-	ENVO_00000446	ENVO_00000247	-	7.0	Environmental_Terrestrial_Volcanic_Fumaroles_Unclassified	terrestrial biome_volcano_-	8.0	0.875
Environmental	Aquatic	Freshwater	Pond	Sediment	freshwater biome	pond	-	ENVO_00000873	ENVO_00000033	-	108.0	Environmental_Aquatic_Freshwater_Pond_Sediment	freshwater biome_pond_-	126.0	0.8571428571428571
Environmental	Aquatic	Thermal springs	Unclassified	Unclassified	aquatic biome	hot spring	-	ENVO_00002030	ENVO_00000051	-	90.0	Environmental_Aquatic_Thermal springs_Unclassified_Unclassified	aquatic biome_hot spring_-	105.0	0.8571428571428571
Environmental	Aquatic	Marine	Neritic zone	Sediment	marine biome	marine neritic zone	marine sediment	ENVO_00000447	ENVO_00000206	ENVO_03000033	18.0	Environmental_Aquatic_Marine_Neritic zone_Sediment	marine biome_marine neritic zone_marine sediment	21.0	0.8571428571428571
Environmental	Aquatic	Freshwater	Subglacial lake	Unclassified	freshwater lake biome	subglacial lake	lake water	ENVO_01000252	ENVO_03000120	ENVO_04000007	6.0	Environmental_Aquatic_Freshwater_Subglacial lake_Unclassified	freshwater lake biome_subglacial lake_lake water	7.0	0.8571428571428571
Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Microbial mats	aquatic biome	lagoon	microbial mat	ENVO_00002030	ENVO_00000038	ENVO_01000008	6.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Alkaline_Microbial mats	aquatic biome_lagoon_microbial mat	7.0	0.8571428571428571
Environmental	Aquatic	Freshwater	Drinking water	Delivery networks	freshwater biome	-	drinking water	ENVO_00000873	-	ENVO_00003064	21.0	Environmental_Aquatic_Freshwater_Drinking water_Delivery networks	freshwater biome_-_drinking water	25.0	0.84
Environmental	Terrestrial	Soil	Unclassified	Oil-contaminated	terrestrial biome	land	oil contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002875	35.0	Environmental_Terrestrial_Soil_Unclassified_Oil-contaminated	terrestrial biome_land_oil contaminated soil	42.0	0.8333333333333334
Environmental	Aquatic	Marine	Oceanic	Abyssal plane	oceanic abyssopelagic zone biome	marine benthic feature	sea water	ENVO_01000038	ENVO_01000105	ENVO_00002149	63.0	Environmental_Aquatic_Marine_Oceanic_Abyssal plane	oceanic abyssopelagic zone biome_marine benthic feature_sea water	76.0	0.8289473684210527
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	aquatic biome	hot spring	-	ENVO_00002030	ENVO_00000051	-	111.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Unclassified	aquatic biome_hot spring_-	135.0	0.8222222222222222
Environmental	Terrestrial	Soil	Unclassified	Uranium contaminated	aquatic biome	flood plain	sediment	ENVO_00002030	ENVO_00000255	ENVO_00002007	40.0	Environmental_Terrestrial_Soil_Unclassified_Uranium contaminated	aquatic biome_flood plain_sediment	49.0	0.8163265306122449
Environmental	Aquatic	Freshwater	Ice	Glacier	aquatic biome	glacier ice field	ice	ENVO_00002030	ENVO_01001532	ENVO_01001125	61.0	Environmental_Aquatic_Freshwater_Ice_Glacier	aquatic biome_glacier ice field_ice	75.0	0.8133333333333334
Environmental	Aquatic	Marine	Cold seeps	Sediment	marine cold seep biome	cold seep	marine sediment	ENVO_01000127	ENVO_01000263	ENVO_03000033	21.0	Environmental_Aquatic_Marine_Cold seeps_Sediment	marine cold seep biome_cold seep_marine sediment	26.0	0.8076923076923077
Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	marine hydrothermal vent biome	marine hydrothermal vent	microbial mat	ENVO_01000030	ENVO_01000122	ENVO_01000008	41.0	Environmental_Aquatic_Marine_Hydrothermal vents_Microbial mats	marine hydrothermal vent biome_marine hydrothermal vent_microbial mat	51.0	0.803921568627451
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	2754.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_marine water body_sea water	3435.0	0.8017467248908297
Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	terrestrial biome	oil well	biofilm	ENVO_00000446	ENVO_01000003	ENVO_00002034	4.0	Environmental_Terrestrial_Deep subsurface_Oil well_Unclassified	terrestrial biome_oil well_biofilm	5.0	0.8
Environmental	Aquatic	Freshwater	River	Sediment	freshwater river biome	river	-	ENVO_01000253	ENVO_00000022	-	84.0	Environmental_Aquatic_Freshwater_River_Sediment	freshwater river biome_river_-	106.0	0.7924528301886793
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	1496.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_marine water body_sea water	1901.0	0.7869542346133613
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	coastal sea water	ENVO_00000447	ENVO_02000049	ENVO_00002150	677.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_coastal water body_coastal sea water	877.0	0.7719498289623717
Environmental	Terrestrial	Plant litter	Unclassified	Unclassified	grassland biome	litter layer	plant litter	ENVO_01000177	ENVO_01000338	ENVO_01000628	505.0	Environmental_Terrestrial_Plant litter_Unclassified_Unclassified	grassland biome_litter layer_plant litter	655.0	0.7709923664122137
Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	612.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural land	terrestrial biome_agricultural field_agricultural soil	803.0	0.7621419676214197
Environmental	Aquatic	Marine	Oceanic	Photic zone	marine biome	marine photic zone	sea water	ENVO_00000447	ENVO_00000209	ENVO_00002149	75.0	Environmental_Aquatic_Marine_Oceanic_Photic zone	marine biome_marine photic zone_sea water	100.0	0.75
Environmental	Aquatic	Freshwater	Lentic	Sediment	freshwater lake biome	freshwater lake	lake sediment	ENVO_01000252	ENVO_00000021	ENVO_00000546	15.0	Environmental_Aquatic_Freshwater_Lentic_Sediment	freshwater lake biome_freshwater lake_lake sediment	20.0	0.75
Environmental	Terrestrial	Deep subsurface	Water well	Unclassified	terrestrial biome	gas well	fluid environmental material	ENVO_00000446	ENVO_01001870	ENVO_02000140	6.0	Environmental_Terrestrial_Deep subsurface_Water well_Unclassified	terrestrial biome_gas well_fluid environmental material	8.0	0.75
Environmental	Aquatic	Freshwater	River	Unclassified	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	644.0	Environmental_Aquatic_Freshwater_River_Unclassified	freshwater river biome_river_river water	866.0	0.74364896073903
Environmental	Aquatic	Freshwater	Ice	Cryoconite	aquatic biome	cryoconite hole	cryoconite deposit	ENVO_00002030	ENVO_03000039	ENVO_03000038	34.0	Environmental_Aquatic_Freshwater_Ice_Cryoconite	aquatic biome_cryoconite hole_cryoconite deposit	46.0	0.7391304347826086
Environmental	Aquatic	Marine	Intertidal zone	Coral reef	marine coral reef biome	coral reef	sea water	ENVO_01000049	ENVO_00000150	ENVO_00002149	142.0	Environmental_Aquatic_Marine_Intertidal zone_Coral reef	marine coral reef biome_coral reef_sea water	193.0	0.7357512953367875
Environmental	Aquatic	Marine	Sediment	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	69.0	Environmental_Aquatic_Marine_Sediment_Unclassified	marine benthic biome_marine benthic feature_marine sediment	94.0	0.7340425531914894
Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	paddy field	paddy field soil	ENVO_00000446	ENVO_00000297	ENVO_00005740	33.0	Environmental_Terrestrial_Agricultural field_Unclassified_Unclassified	terrestrial biome_paddy field_paddy field soil	46.0	0.717391304347826
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	hydrocarbon	ENVO_00000446	ENVO_01000941	CHEBI_24632	29.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	terrestrial biome_planetary subsurface zone_hydrocarbon	41.0	0.7073170731707317
Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	56.0	Environmental_Aquatic_Freshwater_Lentic_Unclassified	freshwater lake biome_freshwater lake_lake water	81.0	0.691358024691358
Environmental	Aquatic	Freshwater	Ice	Unclassified	polar desert biome	desert	desert sand	ENVO_01000186	ENVO_01001357	ENVO_00005800	31.0	Environmental_Aquatic_Freshwater_Ice_Unclassified	polar desert biome_desert_desert sand	45.0	0.6888888888888889
Environmental	Aquatic	Marine	Coastal	Sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	117.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine benthic biome_marine benthic feature_marine sediment	172.0	0.6802325581395349
Environmental	Aquatic	Freshwater	Groundwater	Mine drainage	aquatic biome	acid mine drainage	acidic water	ENVO_00002030	ENVO_00001997	ENVO_01000358	14.0	Environmental_Aquatic_Freshwater_Groundwater_Mine drainage	aquatic biome_acid mine drainage_acidic water	21.0	0.6666666666666666
Environmental	Terrestrial	Geologic	Mine	Unclassified	aquatic biome	mine	asbestos	ENVO_00002030	ENVO_00000076	CHEBI_46661	8.0	Environmental_Terrestrial_Geologic_Mine_Unclassified	aquatic biome_mine_asbestos	12.0	0.6666666666666666
Environmental	Aquatic	Freshwater	Lentic	Epilimnion	freshwater lake biome	epilimnion	planktonic material	ENVO_01000252	ENVO_00002131	ENVO_01000063	6.0	Environmental_Aquatic_Freshwater_Lentic_Epilimnion	freshwater lake biome_epilimnion_planktonic material	9.0	0.6666666666666666
Environmental	Aquatic	Marine	Fossil	Whale fall	marine biome	marine benthic feature	fossil	ENVO_00000447	ENVO_01000105	ENVO_00002164	2.0	Environmental_Aquatic_Marine_Fossil_Whale fall	marine biome_marine benthic feature_fossil	3.0	0.6666666666666666
Environmental	Aquatic	Marine	Oceanic	Microbial mats	marine biome	oceanic zone	microbial mat	ENVO_00000447	ENVO_00000207	ENVO_01000008	2.0	Environmental_Aquatic_Marine_Oceanic_Microbial mats	marine biome_oceanic zone_microbial mat	3.0	0.6666666666666666
Environmental	Terrestrial	Soil	Sand	Forest soil	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	2.0	Environmental_Terrestrial_Soil_Sand_Forest soil	forest biome_land_forest soil	3.0	0.6666666666666666
Environmental	Terrestrial	Soil	Silt	Unclassified	-	-	-	-	-	-	2.0	Environmental_Terrestrial_Soil_Silt_Unclassified	-_-_-	3.0	0.6666666666666666
Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	21.0	Environmental_Terrestrial_Soil_Loam_Unclassified	terrestrial biome_land_soil	32.0	0.65625
Environmental	Aquatic	Marine	Oceanic	Plankton	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	5.0	Environmental_Aquatic_Marine_Oceanic_Plankton	marine biome_marine water body_planktonic material	8.0	0.625
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	hydrothermal fluid	ENVO_01000030	ENVO_01000122	ENVO_01000134	88.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent_hydrothermal fluid	141.0	0.624113475177305
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	-	liquid water	ENVO_00002030	-	ENVO_00002006	232.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_-_liquid water	373.0	0.6219839142091153
Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater lake biome	freshwater lake	lake sediment	ENVO_01000252	ENVO_00000021	ENVO_00000546	180.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	freshwater lake biome_freshwater lake_lake sediment	291.0	0.6185567010309279
Host-associated	Plants	Roots	Rhizosphere	Soil	terrestrial biome	rhizosphere	peat soil	ENVO_00000446	ENVO_00005801	ENVO_00005774	85.0	Host-associated_Plants_Roots_Rhizosphere_Soil	terrestrial biome_rhizosphere_peat soil	138.0	0.6159420289855072
Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome	-	limestone	ENVO_00000447	-	ENVO_00002053	24.0	Environmental_Aquatic_Marine_Intertidal zone_Microbialites	marine biome_-_limestone	39.0	0.6153846153846154
Environmental	Aquatic	Freshwater	Groundwater	Cave water	freshwater biome	aquifer	biofilm	ENVO_00000873	ENVO_00012408	ENVO_00002034	8.0	Environmental_Aquatic_Freshwater_Groundwater_Cave water	freshwater biome_aquifer_biofilm	13.0	0.6153846153846154
Environmental	Terrestrial	Geologic	Sediment	Unclassified	terrestrial biome	archeological site	sediment	ENVO_00000446	ENVO_00000564	ENVO_00002007	99.0	Environmental_Terrestrial_Geologic_Sediment_Unclassified	terrestrial biome_archeological site_sediment	163.0	0.6073619631901841
Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	sediment	ENVO_01000030	ENVO_01000122	ENVO_00002007	48.0	Environmental_Aquatic_Marine_Hydrothermal vents_Sediment	marine hydrothermal vent biome_marine hydrothermal vent_sediment	80.0	0.6
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	wetland area	soil	ENVO_00000446	ENVO_00000043	ENVO_00001998	152.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_wetland area_soil	258.0	0.5891472868217055
Environmental	Terrestrial	Oil reservoir	Unclassified	Unclassified	terrestrial biome	oil well	oil	ENVO_00000446	ENVO_01000003	ENVO_00002985	55.0	Environmental_Terrestrial_Oil reservoir_Unclassified_Unclassified	terrestrial biome_oil well_oil	94.0	0.5851063829787234
Environmental	Aquatic	Freshwater	Wetlands	Unclassified	freshwater biome	peatland	peat soil	ENVO_00000873	ENVO_00000044	ENVO_00005774	38.0	Environmental_Aquatic_Freshwater_Wetlands_Unclassified	freshwater biome_peatland_peat soil	65.0	0.5846153846153846
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	hot spring	-	ENVO_00002030	ENVO_00000051	-	7.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Alkaline	aquatic biome_hot spring_-	12.0	0.5833333333333334
Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	512.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	terrestrial biome_peatland_peat soil	880.0	0.5818181818181818
Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Microbial mats	aquatic biome	saline evaporation pond	saline water	ENVO_00002030	ENVO_00000055	ENVO_00002010	18.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Salt crystallizer ponds_Microbial mats	aquatic biome_saline evaporation pond_saline water	31.0	0.5806451612903226
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	165.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_agricultural field_agricultural soil	286.0	0.5769230769230769
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Microbial mats	marine biome	-	microbial mat	ENVO_00000447	-	ENVO_01000008	5.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Microbial mats	marine biome_-_microbial mat	9.0	0.5555555555555556
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Sediment	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	16.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Sediment	aquatic biome_pond_sediment	29.0	0.5517241379310345
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	freshwater lake	lake sediment	ENVO_01000252	ENVO_00000021	ENVO_00000546	311.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_freshwater lake_lake sediment	567.0	0.5485008818342152
Environmental	Terrestrial	Soil	Loam	Agricultural soil	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	30.0	Environmental_Terrestrial_Soil_Loam_Agricultural soil	terrestrial biome_agricultural field_bulk soil	55.0	0.5454545454545454
Environmental	Terrestrial	Soil	Clay	Unclassified	terrestrial biome	research facility	clay	ENVO_00000446	ENVO_00000469	ENVO_00002982	12.0	Environmental_Terrestrial_Soil_Clay_Unclassified	terrestrial biome_research facility_clay	22.0	0.5454545454545454
Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Unclassified	aquatic biome	saline evaporation pond	hypersaline water	ENVO_00002030	ENVO_00000055	ENVO_00002012	6.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Salt crystallizer ponds_Unclassified	aquatic biome_saline evaporation pond_hypersaline water	11.0	0.5454545454545454
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	hot spring	-	ENVO_00002030	ENVO_00000051	-	7.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Acidic	aquatic biome_hot spring_-	13.0	0.5384615384615384
Host-associated	Plants	Rhizosphere	Soil	Unclassified	terrestrial biome	rhizosphere	peat soil	ENVO_00000446	ENVO_00005801	ENVO_00005774	30.0	Host-associated_Plants_Rhizosphere_Soil_Unclassified	terrestrial biome_rhizosphere_peat soil	56.0	0.5357142857142857
Environmental	Terrestrial	Soil	Loam	Grasslands	grassland biome	land	fertilized soil	ENVO_01000177	ENVO_01001785	ENVO_00005754	41.0	Environmental_Terrestrial_Soil_Loam_Grasslands	grassland biome_land_fertilized soil	77.0	0.5324675324675324
Environmental	Terrestrial	Soil	Clay	Agricultural land	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	10.0	Environmental_Terrestrial_Soil_Clay_Agricultural land	terrestrial biome_agricultural field_agricultural soil	19.0	0.5263157894736842
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	785.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_freshwater lake_lake water	1493.0	0.5257870060281313
Environmental	Aquatic	Marine	Intertidal zone	Estuary	estuarine biome	estuary	estuarine water	ENVO_01000020	ENVO_00000045	ENVO_01000301	182.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	estuarine biome_estuary_estuarine water	349.0	0.5214899713467048
Environmental	Aquatic	Freshwater	Lake	Microbial mats	freshwater lake biome	freshwater lake	microbial mat	ENVO_01000252	ENVO_00000021	ENVO_01000008	14.0	Environmental_Aquatic_Freshwater_Lake_Microbial mats	freshwater lake biome_freshwater lake_microbial mat	27.0	0.5185185185185185
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	53.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Sediment	aquatic biome_hot spring_sediment	103.0	0.5145631067961165
Environmental	Terrestrial	Soil	Soil crust	Unclassified	desert biome	desert	soil biocrust	ENVO_01000179	ENVO_01001357	ENVO_01000910	45.0	Environmental_Terrestrial_Soil_Soil crust_Unclassified	desert biome_desert_soil biocrust	88.0	0.5113636363636364
