ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	count_prop	sum_gp	proportion_gp	sum_mixs	proportion_mixs	interest
Environmental	Terrestrial	Soil	Unclassified	Unclassified	polar biome	polar	soil	ENVO_01000339	ENVO_01000238	ENVO_00001998	45.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	polar biome_polar_soil	0.016339869281045753	2531.0	0.017779533781114184	45.0	1.0	0.0002905152578613429
Environmental	Aquatic	Marine	Intertidal zone	Beach	marine biome	beach	sea water	ENVO_00000447	ENVO_00000091	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Intertidal zone_Beach	marine biome_beach_sea water	0.0007262164124909223	5.0	0.4	2.0	1.0	0.00029048656499636893
Environmental	Aquatic	Marine	Cold seeps	Unclassified	marine cold seep biome	cold seep	sea water	ENVO_01000127	ENVO_01000263	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Cold seeps_Unclassified	marine cold seep biome_cold seep_sea water	0.0007262164124909223	5.0	0.4	2.0	1.0	0.00029048656499636893
Environmental	Aquatic	Freshwater	Ice	Unclassified	polar desert biome	desert	ice	ENVO_01000186	ENVO_01001357	ENVO_01001125	6.0	Environmental_Aquatic_Freshwater_Ice_Unclassified	polar desert biome_desert_ice	0.002178649237472767	45.0	0.13333333333333333	6.0	1.0	0.00029048656499636893
Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	peatland	peat soil	ENVO_01000339	ENVO_00000044	ENVO_00005774	14.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	polar biome_peatland_peat soil	0.005083514887436456	249.0	0.05622489959839357	14.0	1.0	0.0002858201141530537
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	eutrophic lake	lake water	ENVO_01000252	ENVO_01000548	ENVO_04000007	34.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_eutrophic lake_lake water	0.012345679012345678	1493.0	0.02277294038847957	34.0	1.0	0.0002811474122034515
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	desert biome	pinnacle	biofilm	ENVO_01000179	ENVO_00000481	ENVO_00002034	7.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	desert biome_pinnacle_biofilm	0.002541757443718228	64.0	0.109375	7.0	1.0	0.0002780047204066812
Environmental	Air	Outdoor Air	Unclassified	Unclassified		troposphere	air		ENVO_01000540	ENVO_00002005	30.0	Environmental_Air_Outdoor Air_Unclassified_Unclassified	_troposphere_air	0.010893246187363835	1147.0	0.026155187445510025	31.0	0.967741935483871	0.000275724092826376
Environmental	Terrestrial	Geologic	Mine	Unclassified	terrestrial biome	mine	mine tailing	ENVO_00000446	ENVO_00000076	ENVO_00000003	3.0	Environmental_Terrestrial_Geologic_Mine_Unclassified	terrestrial biome_mine_mine tailing	0.0010893246187363835	12.0	0.25	3.0	1.0	0.0002723311546840959
Environmental	Aquatic	Marine	Oceanic	Benthic	marine coral reef biome	coral reef	microbial mat	ENVO_01000049	ENVO_00000150	ENVO_01000008	3.0	Environmental_Aquatic_Marine_Oceanic_Benthic	marine coral reef biome_coral reef_microbial mat	0.0010893246187363835	12.0	0.25	3.0	1.0	0.0002723311546840959
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	alkaline salt lake	lake water	ENVO_00002030	ENVO_00002121	ENVO_04000007	10.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_alkaline salt lake_lake water	0.0036310820624546117	134.0	0.07462686567164178	10.0	1.0	0.0002709762733175083
Environmental	Terrestrial	Soil	Sand	Desert	terrestrial biome	plateau	soil	ENVO_00000446	ENVO_00000182	ENVO_00001998	27.0	Environmental_Terrestrial_Soil_Sand_Desert	terrestrial biome_plateau_soil	0.00980392156862745	174.0	0.15517241379310345	152.0	0.17763157894736842	0.00027023059677591546
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome		fresh water	ENVO_00000873		ENVO_00002011	13.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome__fresh water	0.004720406681190995	201.0	0.06467661691542288	15.0	0.8666666666666667	0.00026459327665714037
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	urban biome	watershed	fresh water	ENVO_01000249	ENVO_00000292	ENVO_00002011	12.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	urban biome_watershed_fresh water	0.004357298474945534	201.0	0.05970149253731343	12.0	1.0	0.000260137222384808
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	urban biome	watershed	contaminated water	ENVO_01000249	ENVO_00000292	ENVO_00002186	12.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	urban biome_watershed_contaminated water	0.004357298474945534	201.0	0.05970149253731343	12.0	1.0	0.000260137222384808
Environmental	Terrestrial	Soil	Unclassified	Unclassified	grassland biome	biosphere reserve	grassland soil	ENVO_01000177	ENVO_00000376	ENVO_00005750	74.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	grassland biome_biosphere reserve_grassland soil	0.026870007262164125	2531.0	0.029237455551165546	225.0	0.3288888888888889	0.0002583786114712863
Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	planetary subsurface zone	sediment	ENVO_00000446	ENVO_01000941	ENVO_00002007	9.0	Environmental_Terrestrial_Soil_Unclassified_Contaminated	terrestrial biome_planetary subsurface zone_sediment	0.0032679738562091504	43.0	0.20930232558139536	24.0	0.375	0.0002564979480164159
Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	burrow	marine sediment	ENVO_00000447	ENVO_01000429	ENVO_03000033	11.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine biome_burrow_marine sediment	0.0039941902687000725	172.0	0.06395348837209303	11.0	1.0	0.0002554424009052372
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	estuary	estuarine water	ENVO_00000447	ENVO_00000045	ENVO_01000301	19.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_estuary_estuarine water	0.006899055918663762	349.0	0.054441260744985676	28.0	0.6785714285714286	0.0002548668836100714
Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	sulfur spring	sediment	ENVO_00002030	ENVO_00000126	ENVO_00002007	5.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Unclassified_Unclassified	aquatic biome_sulfur spring_sediment	0.0018155410312273058	20.0	0.25	9.0	0.5555555555555556	0.000252158476559348
Environmental	Aquatic	Marine	Oceanic	Oil-contaminated	marine biome	marine water body	contaminated water	ENVO_00000447	ENVO_00001999	ENVO_00002186	3.0	Environmental_Aquatic_Marine_Oceanic_Oil-contaminated	marine biome_marine water body_contaminated water	0.0010893246187363835	13.0	0.23076923076923078	3.0	1.0	0.0002513826043237808
Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	aquatic biome	spring	sediment	ENVO_00002030	ENVO_00000027	ENVO_00002007	3.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Alkaline_Unclassified	aquatic biome_spring_sediment	0.0010893246187363835	13.0	0.23076923076923078	3.0	1.0	0.0002513826043237808
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	bayou	surface water	ENVO_00000873	ENVO_00000234	ENVO_00002042	6.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_bayou_surface water	0.002178649237472767	52.0	0.11538461538461539	6.0	1.0	0.0002513826043237808
Environmental	Terrestrial	Oil reservoir	Unclassified	Unclassified	terrestrial biome	oil reservoir	sandstone	ENVO_00000446	ENVO_00002185	ENVO_00002055	8.0	Environmental_Terrestrial_Oil reservoir_Unclassified_Unclassified	terrestrial biome_oil reservoir_sandstone	0.002904865649963689	94.0	0.0851063829787234	8.0	1.0	0.000247222608507548
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	solid layer	permafrost	ENVO_00000446	ENVO_01001275	ENVO_00000134	13.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_solid layer_permafrost	0.004720406681190995	249.0	0.05220883534136546	13.0	1.0	0.0002464469351625821
Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	land	sediment	ENVO_00000446	ENVO_01001785	ENVO_00002007	8.0	Environmental_Terrestrial_Soil_Loam_Unclassified	terrestrial biome_land_sediment	0.002904865649963689	32.0	0.25	24.0	0.3333333333333333	0.0002420721374969741
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	estuary	coastal sea water	ENVO_00000447	ENVO_00000045	ENVO_00002150	24.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_estuary_coastal sea water	0.008714596949891068	877.0	0.027366020524515394	24.0	1.0	0.00023848383899359823
Environmental	Aquatic	Marine	Unclassified	Unclassified	oceanic mesopelagic zone biome	marine mesopelagic zone	sea water	ENVO_01000036	ENVO_00000213	ENVO_00002149	72.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	oceanic mesopelagic zone biome_marine mesopelagic zone_sea water	0.026143790849673203	3435.0	0.02096069868995633	169.0	0.4260355029585799	0.0002334640995748704
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	borehole	groundwater	ENVO_00002030	ENVO_00002226	ENVO_01001004	11.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	aquatic biome_borehole_groundwater	0.0039941902687000725	192.0	0.057291666666666664	11.0	1.0	0.00022883381747760832
Environmental	Aquatic	Freshwater	Drinking water	Unclassified	aquatic biome		drinking water	ENVO_00002030		ENVO_00003064	8.0	Environmental_Aquatic_Freshwater_Drinking water_Unclassified	aquatic biome__drinking water	0.002904865649963689	69.0	0.11594202898550725	12.0	0.6666666666666666	0.00022453067825806293
Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	marine sediment	ENVO_01000030	ENVO_01000122	ENVO_03000033	7.0	Environmental_Aquatic_Marine_Hydrothermal vents_Sediment	marine hydrothermal vent biome_marine hydrothermal vent_marine sediment	0.002541757443718228	80.0	0.0875	7.0	1.0	0.00022240377632534492
Environmental	Terrestrial	Soil	Unclassified	Unclassified	anthropogenic terrestrial biome	anthropogenic geographic feature	soil	ENVO_01000219	ENVO_00000002	ENVO_00001998	39.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	anthropogenic terrestrial biome_anthropogenic geographic feature_soil	0.014161220043572984	2531.0	0.015408929276965626	39.0	1.0	0.0002182092381269642
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	desert biome	desert	rock	ENVO_01000179	ENVO_01001357	ENVO_00001995	7.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	desert biome_desert_rock	0.002541757443718228	64.0	0.109375	9.0	0.7777777777777778	0.00021622589364964092
Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	agricultural field	contaminated soil	ENVO_00000446	ENVO_00000114	ENVO_00002116	5.0	Environmental_Terrestrial_Soil_Unclassified_Contaminated	terrestrial biome_agricultural field_contaminated soil	0.0018155410312273058	43.0	0.11627906976744186	5.0	1.0	0.00021110942223573324
Environmental	Aquatic	Marine	Intertidal zone	Mangrove swamp	mangrove biome	estuary		ENVO_01000181	ENVO_00000045		2.0	Environmental_Aquatic_Marine_Intertidal zone_Mangrove swamp	mangrove biome_estuary_	0.0007262164124909223	2.0	1.0	7.0	0.2857142857142857	0.00020749040356883493
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	plain	soil	ENVO_00000446	ENVO_00000086	ENVO_00001998	38.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_plain_soil	0.013798111837327523	2531.0	0.0150138285262742	38.0	1.0	0.0002071624851119897
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	fjord	sediment	ENVO_00000447	ENVO_00000039	ENVO_00002007	6.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine biome_fjord_sediment	0.002178649237472767	64.0	0.09375	6.0	1.0	0.00020424836601307193
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome		rock	ENVO_00000446		ENVO_00001995	6.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome__rock	0.002178649237472767	64.0	0.09375	6.0	1.0	0.00020424836601307193
Environmental	Aquatic	Freshwater	Desert springs	Benthic	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		12.0	Environmental_Aquatic_Freshwater_Desert springs_Benthic	aquatic biome_hot spring_	0.004357298474945534	12.0	1.0	259.0	0.04633204633204633	0.0002018825548237313
Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	oceanic subsurface zone	sea water	ENVO_00000447	ENVO_01001045	ENVO_00002149	9.0	Environmental_Aquatic_Marine_Neritic zone_Unclassified	marine biome_oceanic subsurface zone_sea water	0.0032679738562091504	58.0	0.15517241379310345	23.0	0.391304347826087	0.0001984301966663727
Environmental	Terrestrial	Soil	Unclassified	Uranium contaminated	terrestrial biome	drainage basin	contaminated soil	ENVO_00000446	ENVO_00000291	ENVO_00002116	7.0	Environmental_Terrestrial_Soil_Unclassified_Uranium contaminated	terrestrial biome_drainage basin_contaminated soil	0.002541757443718228	49.0	0.14285714285714285	13.0	0.5384615384615384	0.00019551980336294058
Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	aquatic biome	lake	lake sediment	ENVO_00002030	ENVO_00000020	ENVO_00000546	5.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Alkaline_Sediment	aquatic biome_lake_lake sediment	0.0018155410312273058	11.0	0.45454545454545453	22.0	0.22727272727272727	0.00018755589165571338
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	coal mine	sediment	ENVO_00002030	ENVO_00002169	ENVO_00002007	8.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_coal mine_sediment	0.002904865649963689	125.0	0.064	8.0	1.0	0.00018591140159767612
Environmental	Terrestrial	Soil	Loam	Grasslands	grassland biome	land	grassland soil	ENVO_01000177	ENVO_01001785	ENVO_00005750	17.0	Environmental_Terrestrial_Soil_Loam_Grasslands	grassland biome_land_grassland soil	0.006172839506172839	77.0	0.22077922077922077	125.0	0.136	0.000185345518678852
Environmental	Aquatic	Freshwater	Drinking water	Chlorinated	freshwater biome	well	drinking water	ENVO_00000873	ENVO_00000026	ENVO_00003064	1.0	Environmental_Aquatic_Freshwater_Drinking water_Chlorinated	freshwater biome_well_drinking water	0.00036310820624546115	2.0	0.5	1.0	1.0	0.00018155410312273057
Environmental	Terrestrial	Deep subsurface	Water well	Unclassified	aquatic biome	water well	biofilm	ENVO_00002030	ENVO_01000002	ENVO_00002034	2.0	Environmental_Terrestrial_Deep subsurface_Water well_Unclassified	aquatic biome_water well_biofilm	0.0007262164124909223	8.0	0.25	2.0	1.0	0.00018155410312273057
Environmental	Aquatic	Marine	Unclassified	Oil-contaminated sediment	aquatic biome	island		ENVO_00002030	ENVO_00000098		1.0	Environmental_Aquatic_Marine_Unclassified_Oil-contaminated sediment	aquatic biome_island_	0.00036310820624546115	1.0	1.0	2.0	0.5	0.00018155410312273057
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome		hypersaline water	ENVO_00002030		ENVO_00002012	10.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome__hypersaline water	0.0036310820624546117	134.0	0.07462686567164178	15.0	0.6666666666666666	0.00018065084887833885
Environmental	Terrestrial	Soil	Loam	Grasslands	terrestrial biome	prairie	soil	ENVO_00000446	ENVO_00000260	ENVO_00001998	14.0	Environmental_Terrestrial_Soil_Loam_Grasslands	terrestrial biome_prairie_soil	0.005083514887436456	77.0	0.18181818181818182	73.0	0.1917808219178082	0.00017725830242617779
Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	fracking liquid	ENVO_00000446	ENVO_01000941	ENVO_01001869	26.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	terrestrial biome_planetary subsurface zone_fracking liquid	0.00944081336238199	880.0	0.029545454545454545	41.0	0.6341463414634146	0.00017688441887389757
Environmental	Aquatic	Sediment	Unclassified	Unclassified	mangrove biome	mangrove swamp	sediment	ENVO_01000181	ENVO_00000057	ENVO_00002007	9.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	mangrove biome_mangrove swamp_sediment	0.0032679738562091504	125.0	0.072	12.0	0.75	0.0001764705882352941
Environmental	Terrestrial	Soil	Unclassified	Permafrost	tundra biome	tundra	permafrost	ENVO_01000180	ENVO_00000112	ENVO_00000134	11.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	tundra biome_tundra_permafrost	0.0039941902687000725	249.0	0.04417670682730924	11.0	1.0	0.00017645017251285462
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome			ENVO_00000446			6.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome__	0.002178649237472767	64.0	0.09375	7.0	0.8571428571428571	0.0001750700280112045
Environmental	Aquatic	Freshwater	Ice	Glacier	polar biome	glacier ice field	sediment	ENVO_01000339	ENVO_01001532	ENVO_00002007	6.0	Environmental_Aquatic_Freshwater_Ice_Glacier	polar biome_glacier ice field_sediment	0.002178649237472767	75.0	0.08	6.0	1.0	0.00017429193899782137
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	lagoon	sea water	ENVO_00000447	ENVO_00000038	ENVO_00002149	21.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_lagoon_sea water	0.007625272331154684	877.0	0.02394526795895097	22.0	0.9545454545454546	0.00017428968062813393
Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	coastal water body	microbial mat	ENVO_00000447	ENVO_02000049	ENVO_01000008	9.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine biome_coastal water body_microbial mat	0.0032679738562091504	172.0	0.05232558139534884	9.0	1.0	0.00017099863201094394
Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome	pond	pond water	ENVO_00000873	ENVO_00000033	ENVO_00002228	8.0	Environmental_Aquatic_Freshwater_Pond_Unclassified	freshwater biome_pond_pond water	0.002904865649963689	137.0	0.058394160583941604	8.0	1.0	0.00016962719123875557
Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	paddy field	paddy field soil	ENVO_00000446	ENVO_00000297	ENVO_00005740	33.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural land	terrestrial biome_paddy field_paddy field soil	0.011982570806100218	803.0	0.0410958904109589	96.0	0.34375	0.00016927433073686096
Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	ocean trench	deep marine sediment	ENVO_01000030	ENVO_00000275	ENVO_00002113	6.0	Environmental_Aquatic_Marine_Hydrothermal vents_Sediment	marine hydrothermal vent biome_ocean trench_deep marine sediment	0.002178649237472767	80.0	0.075	6.0	1.0	0.00016339869281045753
