	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	ENV_BROAD_SCALE_LABEL	ENV_LOCAL_SCALE_LABEL	ENV_MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT
548	Environmental	Aquatic	Marine	Ocean trench	Sediment	marine biome	ocean trench	deep marine sediment	ENVO_00000447	ENVO_00000275	ENVO_00002113	5
549	Environmental	Aquatic	Marine	Oceanic	Plankton	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	5
550	Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine benthic feature	marine sediment	ENVO_00000447	ENVO_01000105	ENVO_03000033	5
551	Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	oceanic subsurface zone	marine sediment	ENVO_00000447	ENVO_01001045	ENVO_03000033	5
552	Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	5
553	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	sea ice	ENVO_00000447	ENVO_00001999	ENVO_00002200	5
554	Environmental	Aquatic	Marine	Volcanic	Unclassified	marine hydrothermal vent biome	volcano	sea water	ENVO_01000030	ENVO_00000247	ENVO_00002149	5
555	Environmental	Aquatic	Marine	Wetlands	Sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	5
556	Environmental	Aquatic	Marine	Wetlands	Sediment	marine biome	saline marsh	sediment	ENVO_00000447	ENVO_00000054	ENVO_00002007	5
557	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	aquatic biome	lake	lake sediment	ENVO_00002030	ENVO_00000020	ENVO_00000546	5
558	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Microbial mats	marine biome		microbial mat	ENVO_00000447		ENVO_01000008	5
559	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Sediment	aquatic biome	lagoon	sediment	ENVO_00002030	ENVO_00000038	ENVO_00002007	5
560	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline evaporation pond	hypersaline water	ENVO_00002030	ENVO_00000055	ENVO_00002012	5
561	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Unclassified	aquatic biome	saline evaporation pond	saline water	ENVO_00002030	ENVO_00000055	ENVO_00002010	5
562	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	sulfur spring	sediment	ENVO_00002030	ENVO_00000126	ENVO_00002007	5
563	Environmental	Terrestrial	Asphalt lakes	Tar	Unclassified	terrestrial biome	asphalt lake	asphalt	ENVO_00000446	ENVO_00000165	ENVO_01000460	5
564	Environmental	Terrestrial	Cave	Unclassified	Unclassified							5
565	Environmental	Terrestrial	Oil reservoir	Unclassified	Unclassified	terrestrial biome	oil reservoir	oil	ENVO_00000446	ENVO_00002185	ENVO_00002985	5
566	Environmental	Terrestrial	Rock-dwelling (endoliths)	Unclassified	Unclassified	terrestrial biome	endolithic environment	granite	ENVO_00000446	ENVO_01000303	ENVO_01000356	5
567	Environmental	Terrestrial	Soil	Clay	Contaminated	terrestrial biome	agricultural field	soil	ENVO_00000446	ENVO_00000114	ENVO_00001998	5
568	Environmental	Terrestrial	Soil	Unclassified	Agricultural							5
569	Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	agricultural field	fertilized soil	ENVO_00000446	ENVO_00000114	ENVO_00005754	5
570	Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	agricultural field	contaminated soil	ENVO_00000446	ENVO_00000114	ENVO_00002116	5
571	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	mediterranean forest biome	mediterranean forest	forest soil	ENVO_01000199	ENVO_01001791	ENVO_00002261	5
572	Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	solid layer	forest soil	ENVO_01000174	ENVO_01001275	ENVO_00002261	5
573	Environmental	Terrestrial	Soil	Unclassified	Unclassified	grassland biome	land	fertilized soil	ENVO_01000177	ENVO_01001785	ENVO_00005754	5
574	Environmental	Terrestrial	Soil	Unclassified	Unclassified	polar biome	polar	permafrost	ENVO_01000339	ENVO_01000238	ENVO_00000134	5
575	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	land	bulk soil	ENVO_00000446	ENVO_01001785	ENVO_00005802	5
576	Environmental	Terrestrial	Soil	Unclassified	Unclassified	urban biome	anthropogenic environment	soil	ENVO_01000249	ENVO_01000313	ENVO_00001998	5
577	Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	blanket bog	permafrost	ENVO_00000446	ENVO_00000511	ENVO_00000134	5
578	Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	litter layer	soil	ENVO_00000446	ENVO_01000338	ENVO_00001998	5
579	Environmental	Air	Indoor Air	Dust	Unclassified			dust			ENVO_00002008	4
580	Environmental	Aquatic	Freshwater	Drinking water	Unclassified	freshwater biome	laboratory facility	Cyanobacteria	ENVO_00000873	ENVO_01001406	NCBITaxon_1117	4
581	Environmental	Aquatic	Freshwater	Groundwater	Contaminated	freshwater biome	planetary subsurface zone	contaminated water	ENVO_00000873	ENVO_01000941	ENVO_00002186	4
582	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	hot spring	groundwater	ENVO_00000873	ENVO_00000051	ENVO_01001004	4
583	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	well	groundwater	ENVO_00000873	ENVO_00000026	ENVO_01001004	4
584	Environmental	Aquatic	Freshwater	Ice	Glacier	aquatic biome	glacial valley	ice	ENVO_00002030	ENVO_00000248	ENVO_01001125	4
585	Environmental	Aquatic	Freshwater	Lake	Hypolimnion	freshwater lake biome	humic lake	lake water	ENVO_01000252	ENVO_01001021	ENVO_04000007	4
586	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	anoxic lake	anoxic water	ENVO_01000252	ENVO_01001072	ENVO_01000173	4
587	Environmental	Aquatic	Freshwater	Pond	Unclassified	aquatic biome	pond	stormwater	ENVO_00002030	ENVO_00000033	ENVO_01001267	4
588	Environmental	Aquatic	Freshwater	Sediment	Unclassified							4
589	Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater lake biome	lake	lake sediment	ENVO_01000252	ENVO_00000020	ENVO_00000546	4
590	Environmental	Aquatic	Freshwater	Storm water	Drainage pipe biofilm	aquatic biome	artificial channel	biofilm	ENVO_00002030	ENVO_00000121	ENVO_00002034	4
591	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome			ENVO_00002030			4
592	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	geyser	underground water	ENVO_00000873	ENVO_00000050	ENVO_00005792	4
593	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater lake biome	aquifer	fresh water	ENVO_01000252	ENVO_00012408	ENVO_00002011	4
594	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	4
595	Environmental	Aquatic	Freshwater	Wetlands	Sediment	aquatic biome	freshwater marsh	sediment	ENVO_00002030	ENVO_00000053	ENVO_00002007	4
596	Environmental	Aquatic	Freshwater	Wetlands	Unclassified	aquatic biome	wetland area	fresh water	ENVO_00002030	ENVO_00000043	ENVO_00002011	4
597	Environmental	Aquatic	Freshwater	Wetlands	Unclassified	freshwater biome	wetland area	mud	ENVO_00000873	ENVO_00000043	ENVO_01000001	4
598	Environmental	Aquatic	Marine	Abyssopelagic	Unclassified	oceanic abyssopelagic zone biome		sea water	ENVO_01000038		ENVO_00002149	4
599	Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	brine	ENVO_00000447	ENVO_02000049	ENVO_00003044	4
600	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	marine hydrothermal vent biome	marine hydrothermal vent		ENVO_01000030	ENVO_01000122		4
601	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine benthic biome	marine benthic feature	deep marine sediment	ENVO_01000024	ENVO_01000105	ENVO_00002113	4
602	Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	bay	estuarine water	ENVO_00000447	ENVO_00000032	ENVO_01000301	4
603	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine benthic biome	coastal water body	intertidal sediment	ENVO_01000024	ENVO_02000049	ENVO_00002179	4
604	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	plume front	saline water	ENVO_00000447	ENVO_01000085	ENVO_00002010	4
605	Environmental	Aquatic	Marine	Neritic zone	Unclassified	estuarine biome	estuary	estuarine water	ENVO_01000020	ENVO_00000045	ENVO_01000301	4
606	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine benthic biome	marine neritic zone	marine sediment	ENVO_01000024	ENVO_00000206	ENVO_03000033	4
607	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine benthic biome	oceanic subsurface zone	marine sediment	ENVO_01000024	ENVO_01001045	ENVO_03000033	4
608	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	plume front	sea water	ENVO_00000447	ENVO_01000085	ENVO_00002149	4
609	Environmental	Aquatic	Marine	Oceanic	Photic zone	marine biome	marine photic zone	planktonic material	ENVO_00000447	ENVO_00000209	ENVO_01000063	4
610	Environmental	Aquatic	Marine	Oceanic	Sediment	marine benthic biome	hydrothermal field	marine sediment	ENVO_01000024	ENVO_01001854	ENVO_03000033	4
611	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine current	sea water	ENVO_00000447	ENVO_01000067	ENVO_00002149	4
612	Environmental	Aquatic	Marine	Sediment	Unclassified							4
613	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	cove	sea water	ENVO_00000447	ENVO_00000138	ENVO_00002149	4
614	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	organism	ENVO_00000447	ENVO_00001999	OBI_0100026	4
615	Environmental	Aquatic	Marine	Unclassified	Unclassified	ocean biome	marine water body	oligotrophic water	ENVO_01000048	ENVO_00001999	ENVO_00002223	4
616	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	pond	hypersaline water	ENVO_00002030	ENVO_00000033	ENVO_00002012	4
617	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome		hypersaline water	ENVO_00002030		ENVO_00002012	4
618	Environmental	Aquatic	Thermal springs	Warm (34-42C)	Sediment	aquatic biome	sulfur spring	sediment	ENVO_00002030	ENVO_00000126	ENVO_00002007	4
619	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	aquifer	groundwater	ENVO_00002030	ENVO_00012408	ENVO_01001004	4
620	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	terrestrial biome	oil well	biofilm	ENVO_00000446	ENVO_01000003	ENVO_00002034	4
621	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	caldera	rock	ENVO_00000446	ENVO_00000096	ENVO_00001995	4
622	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	cave	biofilm	ENVO_00000446	ENVO_00000067	ENVO_00002034	4
623	Environmental	Terrestrial	Soil	Crop	Unclassified	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	4
624	Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	farm	farm soil	ENVO_00000446	ENVO_00000078	ENVO_00005749	4
625	Environmental	Terrestrial	Soil	Unclassified	Desert	desert biome	desert	sediment	ENVO_01000179	ENVO_01001357	ENVO_00002007	4
626	Environmental	Terrestrial	Soil	Unclassified	Unclassified	mangrove biome	sea coast	soil	ENVO_01000181	ENVO_00000303	ENVO_00001998	4
627	Environmental	Terrestrial	Soil	Unclassified	Unclassified	polar biome	polar	peat soil	ENVO_01000339	ENVO_01000238	ENVO_00005774	4
628	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	mine	contaminated soil	ENVO_00000446	ENVO_00000076	ENVO_00002116	4
629	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	rhizosphere	fertilized soil	ENVO_00000446	ENVO_00005801	ENVO_00005754	4
630	Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	peatland	permafrost	ENVO_00000446	ENVO_00000044	ENVO_00000134	4
631	Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	land	mud	ENVO_00000446	ENVO_01001785	ENVO_01000001	4
632	Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	saline marsh	soil	ENVO_00000446	ENVO_00000054	ENVO_00001998	4
633	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	oil reservoir	oil	ENVO_00000446	ENVO_00002185	ENVO_00002985	4
634	Environmental	Aquatic	Aquaculture	Unclassified	Unclassified	freshwater biome			ENVO_00000873			3
635	Environmental	Aquatic	Freshwater	Drinking water	Delivery networks	freshwater biome		biofilm	ENVO_00000873		ENVO_00002034	3
636	Environmental	Aquatic	Freshwater	Groundwater	Contaminated	freshwater biome		contaminated water	ENVO_00000873		ENVO_00002186	3
637	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	coal mine	underground water	ENVO_00002030	ENVO_00002169	ENVO_00005792	3
638	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	mine	groundwater	ENVO_00002030	ENVO_00000076	ENVO_01001004	3
639	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	aquifer	anoxic water	ENVO_00000873	ENVO_00012408	ENVO_01000173	3
640	Environmental	Aquatic	Freshwater	Harbor	Unclassified	aquatic biome	harbor	fresh water	ENVO_00002030	ENVO_00000463	ENVO_00002011	3
641	Environmental	Aquatic	Freshwater	Ice	Glacial lake	freshwater lake biome	subglacial lake	lake water	ENVO_01000252	ENVO_03000120	ENVO_04000007	3
642	Environmental	Aquatic	Freshwater	Ice	Unclassified	aquatic biome	saline lake	ice	ENVO_00002030	ENVO_00000019	ENVO_01001125	3
643	Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	freshwater lake	anaerobic sediment	ENVO_01000252	ENVO_00000021	ENVO_00002045	3
644	Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	soil	ENVO_01000252	ENVO_00000021	ENVO_00001998	3
645	Environmental	Aquatic	Freshwater	Lentic	Epilimnion	freshwater lake biome	freshwater lake	lake sediment	ENVO_01000252	ENVO_00000021	ENVO_00000546	3
646	Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater biome	lentic water body	fresh water	ENVO_00000873	ENVO_01000617	ENVO_00002011	3
647	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater river biome	river	river water	ENVO_01000253	ENVO_00000022	ENVO_01000599	3
648	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater river biome	river	surface water	ENVO_01000253	ENVO_00000022	ENVO_00002042	3
649	Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome	pond	fresh water	ENVO_00000873	ENVO_00000033	ENVO_00002011	3
650	Environmental	Aquatic	Freshwater	River	Unclassified	freshwater river biome	river	acidic water	ENVO_01000253	ENVO_00000022	ENVO_01000358	3
651	Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater lake biome	lake bed	lake sediment	ENVO_01000252	ENVO_00000268	ENVO_00000546	3
652	Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater lake biome	subglacial lake	lake sediment	ENVO_01000252	ENVO_03000120	ENVO_00000546	3
653	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	geyser	groundwater	ENVO_00002030	ENVO_00000050	ENVO_01001004	3
654	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	hydraulic fracturing	fresh water	ENVO_00002030	ENVO_01001868	ENVO_00002011	3
655	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	mountain	fresh water	ENVO_00002030	ENVO_00000081	ENVO_00002011	3
656	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	drainage basin	fresh water	ENVO_00000873	ENVO_00000291	ENVO_00002011	3
657	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	research facility	fresh water	ENVO_00000873	ENVO_00000469	ENVO_00002011	3
658	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	reservoir	fresh water	ENVO_00000873	ENVO_00000025	ENVO_00002011	3
659	Environmental	Aquatic	Marine	Coastal	Sediment							3
660	Environmental	Aquatic	Marine	Coastal	Sediment	marine benthic biome	coastal water body	intertidal sediment	ENVO_01000024	ENVO_02000049	ENVO_00002179	3
661	Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	coastal water body	marine sediment	ENVO_00000447	ENVO_02000049	ENVO_03000033	3
662	Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	intertidal zone	marine sediment	ENVO_00000447	ENVO_00000316	ENVO_03000033	3
663	Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	oceanic subsurface zone	marine sediment	ENVO_00000447	ENVO_01001045	ENVO_03000033	3
664	Environmental	Aquatic	Marine	Coastal	Unclassified							3
665	Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	surface water	ENVO_00000447	ENVO_02000049	ENVO_00002042	3
666	Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	oil spill	surface water	ENVO_00000447	ENVO_00002061	ENVO_00002042	3
667	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	marine hydrothermal vent biome	marine hydrothermal vent chimney	microbial mat	ENVO_01000030	ENVO_01000129	ENVO_01000008	3
668	Environmental	Aquatic	Marine	Intertidal zone	Coral reef	marine coral reef biome	coral reef	Cnidaria	ENVO_01000049	ENVO_00000150	NCBITaxon_6073	3
669	Environmental	Aquatic	Marine	Intertidal zone	Sediment	estuarine biome	estuary		ENVO_01000020	ENVO_00000045		3
670	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine salt marsh biome	saline marsh	sediment	ENVO_01000022	ENVO_00000054	ENVO_00002007	3
671	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine coral reef biome	coral reef	Cnidaria	ENVO_01000049	ENVO_00000150	NCBITaxon_6073	3
672	Environmental	Aquatic	Marine	Neritic zone	Sediment	marine benthic biome	marine neritic zone	marine sediment	ENVO_01000024	ENVO_00000206	ENVO_03000033	3
673	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	marine pelagic zone	marine sediment	ENVO_00000447	ENVO_00000208	ENVO_03000033	3
674	Environmental	Aquatic	Marine	Oceanic	Benthic	marine coral reef biome	coral reef	microbial mat	ENVO_01000049	ENVO_00000150	ENVO_01000008	3
675	Environmental	Aquatic	Marine	Oceanic	Oceanic crust	marine biome	oceanic zone	oceanic crust	ENVO_00000447	ENVO_00000207	ENVO_01000749	3
676	Environmental	Aquatic	Marine	Oceanic	Oil-contaminated	marine biome	marine water body	contaminated water	ENVO_00000447	ENVO_00001999	ENVO_00002186	3
677	Environmental	Aquatic	Marine	Oceanic	Oil-contaminated	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	3
678	Environmental	Aquatic	Marine	Oceanic	Plankton							3
679	Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine benthic feature	sediment	ENVO_00000447	ENVO_01000105	ENVO_00002007	3
680	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	oceanic zone	sea water	ENVO_00000447	ENVO_00000207	ENVO_00002149	3
681	Environmental	Aquatic	Marine	Subtidal zone	Sediment	marine subtidal rocky reef biome	marine subtidal rocky reef	marine sediment	ENVO_01000050	ENVO_01000150	ENVO_03000033	3
682	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	3
683	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	aquifer	oceanic crust	ENVO_00000447	ENVO_00012408	ENVO_01000749	3
684	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	3
685	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine tidal flow zone	sea water	ENVO_00000447	ENVO_01001341	ENVO_00002149	3
686	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	eutrophic water	ENVO_00000447	ENVO_00001999	ENVO_00002224	3
687	Environmental	Aquatic	Marine	Unclassified	Unclassified	mediterranean sea biome	marine benthic feature	sea water	ENVO_01000047	ENVO_01000105	ENVO_00002149	3
688	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	aquatic biome	bioreactor	sediment	ENVO_00002030	ENVO_00002123	ENVO_00002007	3
689	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	aquatic biome	spring	sediment	ENVO_00002030	ENVO_00000027	ENVO_00002007	3
690	Environmental	Aquatic	Non-marine Saline and Alkaline	Lake	Brine	aquatic biome	lake	brine	ENVO_00002030	ENVO_00000020	ENVO_00003044	3
691	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Athalassic	aquatic biome	hypersaline lake	hypersaline water	ENVO_00002030	ENVO_01001020	ENVO_00002012	3
692	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	lake	lake water	ENVO_00002030	ENVO_00000020	ENVO_04000007	3
693	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	spring	microbial mat	ENVO_00002030	ENVO_00000027	ENVO_01000008	3
694	Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	mine	sediment	ENVO_00002030	ENVO_00000076	ENVO_00002007	3
695	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome		drinking water	ENVO_00002030		ENVO_00003064	3
696	Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	plant structure	fruit or fruit product (us cfr)	ENVO_00000446	PO_0009011	FOODON_03400143	3
697	Environmental	Terrestrial	Cave	Unclassified	Unclassified	terrestrial biome	cave wall	rock	ENVO_00000446	ENVO_00002144	ENVO_00001995	3
698	Environmental	Terrestrial	Deep subsurface	Aquifer	Unclassified	terrestrial biome	aquifer	sediment	ENVO_00000446	ENVO_00012408	ENVO_00002007	3
699	Environmental	Terrestrial	Deep subsurface	Fracking water	Unclassified	terrestrial biome	planetary subsurface zone	brine	ENVO_00000446	ENVO_01000941	ENVO_00003044	3
700	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	mine	brine	ENVO_00000446	ENVO_00000076	ENVO_00003044	3
701	Environmental	Terrestrial	Geologic	Mine	Unclassified	terrestrial biome	mine	mine tailing	ENVO_00000446	ENVO_00000076	ENVO_00000003	3
702	Environmental	Terrestrial	Geologic	Unclassified	Unclassified	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	3
703	Environmental	Terrestrial	Oil reservoir	Unclassified	Unclassified	terrestrial biome	oil reservoir	oil field production water	ENVO_00000446	ENVO_00002185	ENVO_00002194	3
704	Environmental	Terrestrial	Plant litter	Unclassified	Unclassified	terrestrial biome	land	plant litter	ENVO_00000446	ENVO_01001785	ENVO_01000628	3
705	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	grassland biome		biofilm	ENVO_01000177		ENVO_00002034	3
706	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome		limestone	ENVO_00000446		ENVO_00002053	3
707	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	cave wall	biofilm	ENVO_00000446	ENVO_00002144	ENVO_00002034	3
708	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	cave wall	rock	ENVO_00000446	ENVO_00002144	ENVO_00001995	3
709	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	park	sandstone	ENVO_00000446	ENVO_00000562	ENVO_00002055	3
710	Environmental	Terrestrial	Soil	Clay	Unclassified	terrestrial biome	land	acidic soil	ENVO_00000446	ENVO_01001785	ENVO_01001185	3
711	Environmental	Terrestrial	Soil	Sand	Desert	desert biome	plateau	soil	ENVO_01000179	ENVO_00000182	ENVO_00001998	3
712	Environmental	Terrestrial	Soil	Soil crust	Unclassified	polar biome		soil	ENVO_01000339		ENVO_00001998	3
713	Environmental	Terrestrial	Soil	Soil crust	Unclassified	terrestrial biome	mountain	soil biocrust	ENVO_00000446	ENVO_00000081	ENVO_01000910	3
714	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	3
715	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	forest floor	burned soil	ENVO_01000174	ENVO_01001582	ENVO_00005760	3
716	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	terrestrial biome	laboratory facility	Cyanobacteria	ENVO_00000446	ENVO_01001406	NCBITaxon_1117	3
717	Environmental	Terrestrial	Soil	Unclassified	Mine drainage	terrestrial biome	mine drainage	contaminated soil	ENVO_00000446	ENVO_00001996	ENVO_00002116	3
718	Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	glacial lake	permafrost	ENVO_00000446	ENVO_00000488	ENVO_00000134	3
719	Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	terrestrial mountain	permafrost	ENVO_00000446	ENVO_01001453	ENVO_00000134	3
720	Environmental	Terrestrial	Soil	Unclassified	Unclassified	aquatic biome	bayou	sediment	ENVO_00002030	ENVO_00000234	ENVO_00002007	3
721	Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	tropical forest	forest soil	ENVO_01000174	ENVO_01001803	ENVO_00002261	3
722	Environmental	Terrestrial	Soil	Unclassified	Unclassified	savanna biome	savanna	savanna soil	ENVO_01000178	ENVO_00000261	ENVO_00005746	3
723	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	animal cage	soil	ENVO_00000446	ENVO_01000922	ENVO_00001998	3
724	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	land		ENVO_00000446	ENVO_01001785		3
725	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	land	contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002116	3
726	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	paddy field	paddy field soil	ENVO_00000446	ENVO_00000297	ENVO_00005740	3
727	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	ridge	surface soil	ENVO_00000446	ENVO_00000283	ENVO_02000059	3
728	Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	palsa mire	permafrost	ENVO_00000446	ENVO_00000188	ENVO_00000134	3
729	Environmental	Terrestrial	Soil	Wetlands	Unclassified	forest biome	wetland area	forest soil	ENVO_01000174	ENVO_00000043	ENVO_00002261	3
730	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome		mud	ENVO_00000446		ENVO_01000001	3
731	Environmental	Air	Indoor Air	Dust	Unclassified		laboratory facility	dust		ENVO_01001406	ENVO_00002008	2
